Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2010-01-04 00:00:00-05:00,12.69198630418379,12.724707731593247,12.278872608135936,12.299324035644531,4278686,0.0,0.0,DOC
2010-01-05 00:00:00-05:00,12.340223063249486,12.397487046487715,12.07435885266386,12.266599655151367,4180635,0.0,0.0,DOC
2010-01-06 00:00:00-05:00,12.209335226900004,12.368853736245372,12.147980965685635,12.192974090576172,2963722,0.0,0.0,DOC
2010-01-07 00:00:00-05:00,12.20115642275524,12.405668086559006,12.074359311121482,12.360675811767578,3924801,0.0,0.0,DOC
2010-01-08 00:00:00-05:00,12.327958551426956,12.462936287336468,12.311597406079267,12.442484855651855,3059797,0.0,0.0,DOC
2010-01-11 00:00:00-05:00,12.49974479535988,12.618361355437528,12.450662228535379,12.581549644470215,2572614,0.0,0.0,DOC
2010-01-12 00:00:00-05:00,12.483382590154665,12.577457424043788,12.278870070542563,12.368855476379395,3143464,0.0,0.0,DOC
2010-01-13 00:00:00-05:00,12.39339669948667,12.507922952177543,12.311591866162868,12.462930679321289,4628729,0.0,0.0,DOC
2010-01-14 00:00:00-05:00,12.405670187835224,12.462933326342867,12.282963340089665,12.42612075805664,2974262,0.0,0.0,DOC
2010-01-15 00:00:00-05:00,12.401578975449283,12.46293239473588,12.332044986043911,12.413849830627441,3852662,0.0,0.0,DOC
2010-01-19 00:00:00-05:00,12.393400957076118,12.818784694607515,12.38931067117456,12.798334121704102,4474899,0.0,0.0,DOC
2010-01-20 00:00:00-05:00,12.72470696301714,12.72470696301714,12.446571848721163,12.56518840789795,3440583,0.0,0.0,DOC
2010-01-21 00:00:00-05:00,12.585636222724151,12.638809059172608,12.168433242694421,12.192974090576172,4652775,0.0,0.0,DOC
2010-01-22 00:00:00-05:00,12.172522763485238,12.348402410502723,11.959831416060934,12.004823684692383,4995571,0.0,0.0,DOC
2010-01-25 00:00:00-05:00,12.152075119986014,12.152075119986014,11.833036308968262,12.008916854858398,3107560,0.0,0.0,DOC
2010-01-26 00:00:00-05:00,11.914842412517995,11.923022983572523,11.620346137576544,11.648977279663086,4624886,0.0,0.0,DOC
2010-01-27 00:00:00-05:00,11.653066995668349,11.755322408127101,11.448554457542452,11.74714183807373,5059255,0.0,0.0,DOC
2010-01-28 00:00:00-05:00,11.865759090249055,11.865759090249055,11.563082263449342,11.685789108276367,4295156,0.0,0.0,DOC
