Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2010-01-04 00:00:00-05:00,5.411516687103008,5.4180657456009165,5.341662522271837,5.350394248962402,6416888,0.0,0.0,WRB
2010-01-05 00:00:00-05:00,5.339482925578728,5.339482925578728,5.298007285037782,5.330751895904541,3860325,0.0,0.0,WRB
2010-01-06 00:00:00-05:00,5.326384226568741,5.356945104584827,5.29145660547582,5.3416643142700195,4047300,0.0,0.0,WRB
2010-01-07 00:00:00-05:00,5.326383508825013,5.374408190916111,5.280541144057967,5.3634934425354,3344625,0.0,0.0,WRB
2010-01-08 00:00:00-05:00,5.3394821182156615,5.363494993163595,5.322019007587206,5.359128952026367,2347988,0.0,0.0,WRB
2010-01-11 00:00:00-05:00,5.367861687274915,5.37441075020603,5.304556186782108,5.370044708251953,1932863,0.0,0.0,WRB
2010-01-12 00:00:00-05:00,5.33511635272141,5.402787886003831,5.33511635272141,5.391873836517334,3079688,0.0,0.0,WRB
2010-01-13 00:00:00-05:00,5.4180688203647955,5.4988381285292105,5.39623896428993,5.492289066314697,3587625,0.0,0.0,WRB
2010-01-14 00:00:00-05:00,5.4682750895930266,5.490104588567757,5.40496961282766,5.446445941925049,3586613,0.0,0.0,WRB
2010-01-15 00:00:00-05:00,5.426800181761054,5.472641857600821,5.424617512478644,5.442080974578857,3751313,0.0,0.0,WRB
2010-01-19 00:00:00-05:00,5.442081113853044,5.477008038947324,5.367860871067452,5.411519527435303,5590688,0.0,0.0,WRB
2010-01-20 00:00:00-05:00,5.385323379959428,5.446445835370165,5.380957339727199,5.42461633682251,3127275,0.0,0.0,WRB
2010-01-21 00:00:00-05:00,5.442083447281466,5.479193408932664,5.400607091161037,5.4595465660095215,6163088,0.0,0.0,WRB
2010-01-22 00:00:00-05:00,5.485740212749224,5.4944719441679934,5.365677939647355,5.391873836517334,4027388,0.0,0.0,WRB
2010-01-25 00:00:00-05:00,5.439898444514775,5.448630175788344,5.367860871067452,5.411519527435303,2043225,0.0,0.0,WRB
2010-01-26 00:00:00-05:00,5.387507795154531,5.4573612951978445,5.37441002237296,5.391873836517334,1933538,0.0,0.0,WRB
2010-01-27 00:00:00-05:00,5.378776063735763,5.435532493611177,5.324202303234912,5.391873836517334,3288263,0.0,0.0,WRB
2010-01-28 00:00:00-05:00,5.4006037526840664,5.4006037526840664,5.328567246800393,5.3416643142700195,2472188,0.0,0.0,WRB
2010-01-29 00:00:00-05:00,5.3416651806105575,5.365677704439696,5.3111042976379395,5.3111042976379395,4723313,0.0,0.0,WRB
2010-02-01 00:00:00-05:00,5.339481294038366,5.356945104584827,5.2958226459391256,5.3416643142700195,3332138,0.0,0.0,WRB
2010-02-02 00:00:00-05:00,5.3416643142700195,5.356945104584827,5.319835165873781,5.3416643142700195,3658500,0.0,0.0,WRB
2010-02-03 00:00:00-05:00,5.322019067679896,5.32420208827316,5.278359709735104,5.284908771514893,2698313,0.0,0.0,WRB
2010-02-04 00:00:00-05:00,5.260896146007023,5.3285676707315055,5.256530456503155,5.2630791664123535,3786413,0.0,0.0,WRB
2010-02-05 00:00:00-05:00,5.25216647061004,5.328569755541944,5.215056514427272,5.2783613204956055,3640613,0.0,0.0,WRB
2010-02-08 00:00:00-05:00,5.269628436498746,5.3198357999706385,5.2172369986145775,5.289274215698242,3245738,0.0,0.0,WRB
2010-02-09 00:00:00-05:00,5.350395695865608,5.511933561592242,5.330749920285674,5.439897060394287,5663925,0.0,0.0,WRB
2010-02-10 00:00:00-05:00,5.439898601421352,5.46391042398272,5.385324840253894,5.448630332946777,2974725,0.0,0.0,WRB
2010-02-11 00:00:00-05:00,5.431166139689433,5.4813738559380685,5.420251388217397,5.466093063354492,3514050,0.0,0.0,WRB
2010-02-12 00:00:00-05:00,5.4311676088794645,5.4791923175635375,5.387508942487994,5.477009296417236,5265675,0.0,0.0,WRB
2010-02-16 00:00:00-05:00,5.492286202061637,5.516298363738528,5.4333467807092735,5.5053839683532715,2613263,0.0,0.0,WRB
2010-02-17 00:00:00-05:00,5.503201489196556,5.531579692859767,5.468274226091045,5.490103721618652,1937250,0.0,0.0,WRB
2010-02-18 00:00:00-05:00,5.490105966233332,5.575240612030029,5.481374234713685,5.575240612030029,2095200,0.0,0.0,WRB
2010-02-19 00:00:00-05:00,5.557776965155715,5.583971805885595,5.538130131994692,5.577423095703125,1632825,0.0,0.0,WRB
2010-02-22 00:00:00-05:00,5.577421480307296,5.594884936607124,5.544677587571797,5.579604148864746,1491413,0.0,0.0,WRB
2010-02-23 00:00:00-05:00,5.581789849593193,5.6210835234068295,5.564327087519628,5.586155891418457,2236950,0.0,0.0,WRB
2010-02-24 00:00:00-05:00,5.6058028202113315,5.653827524542061,5.579606920137232,5.6254496574401855,2744213,0.0,0.0,WRB
2010-02-25 00:00:00-05:00,5.5796049958640905,5.660374283951877,5.551227138549063,5.656008243560791,3164063,0.0,0.0,WRB
2010-02-26 00:00:00-05:00,5.660375938376365,5.669108021710765,5.605802525377525,5.618900299072266,2142450,0.0,0.0,WRB
2010-03-01 00:00:00-05:00,5.614532616379263,5.656008243560791,5.6101669272949355,5.656008243560791,1266300,0.0,0.0,WRB
2010-03-02 00:00:00-05:00,5.664739722258314,5.690934556593644,5.651641953783928,5.673471450805664,1760063,0.0,0.0,WRB
2010-03-03 00:00:00-05:00,5.671291553468607,5.725864971383943,5.647278673442555,5.697486400604248,2550825,0.0,0.0,WRB
2010-03-04 00:00:00-05:00,5.6931203585437125,5.723681950353675,5.682206307313052,5.697486400604248,1837013,0.0,0.0,WRB
2010-03-05 00:00:00-05:00,5.730229223198315,5.7673388125845735,5.680021511722585,5.765155792236328,3021638,0.0,0.0,WRB
2010-03-08 00:00:00-05:00,5.778254577672262,5.839377046599325,5.752058681792798,5.835011005401611,2608875,0.0,0.0,WRB
2010-03-09 00:00:00-05:00,5.728046357339459,5.778254070169326,5.719314275710968,5.730229377746582,3800250,0.0,0.0,WRB
