Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2010-01-04 00:00:00-05:00,45.82459328360754,46.164147080651,45.447311926543335,46.14905548095703,1046000,0.0,0.0,DGX
2010-01-05 00:00:00-05:00,46.05836028452258,46.13394186561001,44.788618553678816,45.18919372558594,1535200,0.1,0.0,DGX
2010-01-06 00:00:00-05:00,45.000248706247824,45.18163875314956,43.6171359036937,44.49386215209961,3184300,0.0,0.0,DGX
2010-01-07 00:00:00-05:00,44.41828368467676,45.06827093637066,44.35026169593803,44.92466735839844,1116000,0.0,0.0,DGX
2010-01-08 00:00:00-05:00,44.95489999409183,45.37058864387615,44.68281203913692,44.92466735839844,1110200,0.0,0.0,DGX
2010-01-11 00:00:00-05:00,45.000254618022986,45.3403646045732,44.93223262071294,45.03804397583008,646400,0.0,0.0,DGX
2010-01-12 00:00:00-05:00,44.970033043100216,45.21188845234437,44.546784635351,44.750850677490234,667100,0.0,0.0,DGX
2010-01-13 00:00:00-05:00,44.97000861266254,45.49150851494537,44.64501504245746,45.30255889892578,1023800,0.0,0.0,DGX
2010-01-14 00:00:00-05:00,45.41593552166612,46.081039060807946,45.15140717929632,46.028133392333984,773100,0.0,0.0,DGX
2010-01-15 00:00:00-05:00,45.89964821308666,45.89964821308666,45.226987926529034,45.536865234375,1186600,0.0,0.0,DGX
2010-01-19 00:00:00-05:00,45.65779554507075,46.602543841304744,45.54442459626547,46.564754486083984,1072300,0.0,0.0,DGX
2010-01-20 00:00:00-05:00,46.564725330663045,46.64786358997942,45.340333112648565,45.831600189208984,1179700,0.0,0.0,DGX
2010-01-21 00:00:00-05:00,45.77115757920522,46.02056958159963,44.901988162697506,45.174076080322266,1246700,0.0,0.0,DGX
2010-01-22 00:00:00-05:00,44.87175722582063,45.07582317174615,44.297351620474494,44.44095230102539,1764300,0.0,0.0,DGX
2010-01-25 00:00:00-05:00,43.2543346604261,44.02524924205802,41.9921529330167,43.41305160522461,3785200,0.0,0.0,DGX
2010-01-26 00:00:00-05:00,43.224122513824895,43.6473707835973,42.989826784267294,43.47353744506836,1405100,0.0,0.0,DGX
2010-01-27 00:00:00-05:00,43.503742422612675,43.601994105958994,42.445623862501556,42.80084991455078,1925000,0.0,0.0,DGX
2010-01-28 00:00:00-05:00,42.7857550795537,43.20900040950975,42.31716080004126,42.36250686645508,840800,0.0,0.0,DGX
2010-01-29 00:00:00-05:00,41.516016599108845,42.57413577377213,41.516016599108845,42.0753059387207,1656200,0.0,0.0,DGX
2010-02-01 00:00:00-05:00,42.22645603503621,43.01248706735202,42.15087734787365,42.65726089477539,2008800,0.0,0.0,DGX
2010-02-02 00:00:00-05:00,42.72527922876179,43.292127983644605,42.460750963073224,43.08050537109375,1373700,0.0,0.0,DGX
2010-02-03 00:00:00-05:00,43.0427339193591,43.0427339193591,42.475884928892945,42.68750762939453,1176500,0.0,0.0,DGX
2010-02-04 00:00:00-05:00,42.50609951255539,42.56656187995602,41.87878551231555,41.89390182495117,1752400,0.0,0.0,DGX
2010-02-05 00:00:00-05:00,41.96194132437569,42.09042571075391,41.3421866630551,42.022403717041016,1174400,0.0,0.0,DGX
2010-02-08 00:00:00-05:00,41.871229180600494,41.88634261023253,41.28926411294378,41.56890869140625,1301300,0.0,0.0,DGX
2010-02-09 00:00:00-05:00,41.56136290037431,42.40785645620779,41.56136290037431,42.082862854003906,1148400,0.0,0.0,DGX
2010-02-10 00:00:00-05:00,41.88636934953569,42.43054542421818,41.68986292431351,42.143341064453125,961600,0.0,0.0,DGX
2010-02-11 00:00:00-05:00,41.99971540175923,42.49854221314565,41.68983818382437,42.24913024902344,1073500,0.0,0.0,DGX
2010-02-12 00:00:00-05:00,41.87124086660301,42.44564649661488,41.689847945832454,42.37762451171875,1026500,0.0,0.0,DGX
